,Series Name,Series Code
705,Income share held by third 20%,SI.DST.03RD.20
706,Individuals using the Internet (% of population),IT.NET.USER.ZS
707,"Industrial design applications, nonresident, by count",IP.IDS.NRCT
708,"Industrial design applications, resident, by count",IP.IDS.RSCT
709,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS
710,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG
711,"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD
712,"Industry (including construction), value added (constant LCU)",NV.IND.TOTL.KN
713,"Industry (including construction), value added (current LCU)",NV.IND.TOTL.CN
714,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD
715,"Industry (including construction), value added per worker (constant 2015 US$)",NV.IND.EMPL.KD
716,"Infant and young child feeding practices, all 3 IYCF (% children ages 6-23 months)",SH.STA.IYCF.ZS
717,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG
718,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD
719,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG
720,Informal payments to public officials (% of firms),IC.FRM.CORR.ZS
721,Insurance and financial services (% of commercial service exports),TX.VAL.INSF.ZS.WT
722,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT
723,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS
724,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS
725,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5
726,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5
727,"Intentional homicides, male (per 100,000 male)",VC.IHR.PSRC.MA.P5
728,Interest payments (% of expense),GC.XPN.INTP.ZS
729,Interest payments (% of revenue),GC.XPN.INTP.RV.ZS
730,Interest payments (current LCU),GC.XPN.INTP.CN
731,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP
732,Intermittent preventive treatment (IPT) of malaria in pregnancy (% of pregnant women),SH.MLR.IPTP.ZS
733,"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",VC.IDP.NWCV
734,"Internally displaced persons, new displacement associated with disasters (number of cases)",VC.IDP.NWDS
735,"Internally displaced persons, total displaced by conflict and violence (number of people)",VC.IDP.TOCV
736,International migrant stock (% of population),SM.POP.TOTL.ZS
737,"International migrant stock, total",SM.POP.TOTL
738,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS
739,"International tourism, expenditures (current US$)",ST.INT.XPND.CD
740,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD
741,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD
742,"International tourism, number of arrivals",ST.INT.ARVL
743,"International tourism, number of departures",ST.INT.DPRT
744,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS
745,"International tourism, receipts (current US$)",ST.INT.RCPT.CD
746,"International tourism, receipts for passenger transport items (current US$)",ST.INT.TRNR.CD
747,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD
748,Investment in ICT with private participation (current US$),IE.PPI.ICTI.CD
749,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD
750,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD
751,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD
752,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS
753,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS
754,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS
755,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS
756,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS
757,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS
758,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS
759,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS
760,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS
761,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS
762,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS
763,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS
764,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS
765,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS
766,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS
767,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS
768,"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS
769,"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS
770,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS
771,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS
772,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS
773,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS
774,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS
775,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS
776,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS
777,"Labor force, total",SL.TLF.TOTL.IN
778,Labor tax and contributions (% of commercial profits),IC.TAX.LABR.CP.ZS
779,Land area (sq. km),AG.LND.TOTL.K2
780,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS
781,Land under cereal production (hectares),AG.LND.CREL.HA
782,"Lead time to export, median case (days)",LP.EXP.DURS.MD
783,"Lead time to import, median case (days)",LP.IMP.DURS.MD
784,Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM
785,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.FE
786,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.MA
787,Lending interest rate (%),FR.INR.LEND
788,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS
789,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN
790,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN
791,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN
792,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS
793,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK
794,Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ
795,"Listed domestic companies, total",CM.MKT.LDOM.NO
796,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS
797,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS
798,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS
799,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS
800,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS
801,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS
802,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS
803,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD
804,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),LP.LPI.TRAC.XQ
805,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),LP.LPI.LOGS.XQ
806,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),LP.LPI.ITRN.XQ
807,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),LP.LPI.CUST.XQ
808,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),LP.LPI.TIME.XQ
809,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ
810,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ
811,Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS
812,Low-birthweight babies (% of births),SH.STA.BRTW.ZS
813,"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS
814,"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS
815,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS
816,Lower secondary school starting age (years),SE.SEC.AGES
817,Machinery and transport equipment (% of value added in manufacturing),NV.MNF.MTRN.ZS.UN
818,Malaria cases reported,SH.STA.MALR
819,Male primary school age children out-of-school (%),SE.LPV.PRIM.SD.MA
820,Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,SE.LPV.PRIM.LD.MA
821,"Mammal species, threatened",EN.MAM.THRD.NO
822,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN
823,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN
824,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS
825,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG
826,"Manufacturing, value added (constant 2015 US$)",NV.IND.MANF.KD
827,"Manufacturing, value added (constant LCU)",NV.IND.MANF.KN
828,"Manufacturing, value added (current LCU)",NV.IND.MANF.CN
829,"Manufacturing, value added (current US$)",NV.IND.MANF.CD
830,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS
831,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS
832,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD
833,Maternal leave benefits (% of wages paid in covered period),SH.MMR.WAGE.ZS
834,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT
835,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE
836,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN
837,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN
838,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT
839,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD
840,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS
841,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS
842,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS
843,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS
844,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS
845,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS
846,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS
847,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS
848,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS
849,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS
850,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),TX.VAL.MRCH.WR.ZS
851,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT
852,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD
853,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS
854,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS
855,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS
856,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS
857,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS
858,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS
859,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS
860,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS
861,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS
862,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS
863,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS
864,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS
865,Methane emissions (% change from 1990),EN.ATM.METH.ZG
866,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE
867,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE
868,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD
869,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS
870,Military expenditure (% of general government expenditure),MS.MIL.XPND.ZS
871,Military expenditure (current LCU),MS.MIL.XPND.CN
872,Military expenditure (current USD),MS.MIL.XPND.CD
873,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS
874,Mobile cellular subscriptions,IT.CEL.SETS
875,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2
876,Monetary Sector credit to private sector (% GDP),FM.AST.PRVT.GD.ZS
877,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5
878,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5
879,"Mortality caused by road traffic injury, female (per 100,000 female population)",SH.STA.TRAF.FE.P5
880,"Mortality caused by road traffic injury, male (per 100,000 male population)",SH.STA.TRAF.MA.P5
881,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS
882,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS
883,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",SH.DYN.NCOM.MA.ZS
884,"Mortality rate attributed to household and ambient air pollution (per 100,000 population)",SH.STA.AIRP.P5
885,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5
886,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",SH.STA.AIRP.FE.P5
887,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5
888,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5
889,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE
890,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA
891,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5
892,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene, female (per 100,000 female population)",SH.STA.WASH.FE.P5
893,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene, male (per 100,000 male population)",SH.STA.WASH.MA.P5
894,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE
895,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA
896,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN
897,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN
898,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN
899,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT
900,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT
901,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT
902,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE
903,"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE
904,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA
905,"Mortality rate, under-5, male (per 1,000)",SH.DYN.MORT.MA
906,Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM
907,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",SI.POV.MDIM.17
908,"Multidimensional poverty headcount ratio, female (% of female population)",SI.POV.MDIM.FE
909,"Multidimensional poverty headcount ratio, household (% of total households)",SI.POV.MDIM.HH
910,"Multidimensional poverty headcount ratio, male (% of male population)",SI.POV.MDIM.MA
911,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ
912,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",SI.POV.MDIM.17.XQ
913,Multidimensional poverty intensity (average share of deprivations experienced by the poor),SI.POV.MDIM.IT
914,Multilateral debt service (% of public and publicly guaranteed debt service),DT.TDS.MLAT.PG.ZS
915,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD
916,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS
917,Net ODA provided to the least developed countries (% of GNI),DC.ODA.TLDC.GN.ZS
918,"Net ODA provided, to the least developed countries (current US$)",DC.ODA.TLDC.CD
919,"Net ODA provided, total (% of GNI)",DC.ODA.TOTL.GN.ZS
920,"Net ODA provided, total (constant 2020 US$)",DC.ODA.TOTL.KD
921,"Net ODA provided, total (current US$)",DC.ODA.TOTL.CD
922,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS
923,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS
924,Net ODA received (% of gross capital formation),DT.ODA.ODAT.GI.ZS
925,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS
926,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS
927,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS
928,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN
929,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD
930,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD
931,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD
932,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD
933,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD
934,"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",DC.DAC.CZEL.CD
935,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD
936,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD
937,"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD
938,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD
939,"Net bilateral aid flows from DAC donors, Germany (current US$)",DC.DAC.DEUL.CD
940,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD
941,"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD
942,"Net bilateral aid flows from DAC donors, Iceland (current US$)",DC.DAC.ISLL.CD
943,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD
944,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD
945,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD
946,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD
947,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD
948,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD
949,"Net bilateral aid flows from DAC donors, New Zealand (current US$)",DC.DAC.NZLL.CD
950,"Net bilateral aid flows from DAC donors, Norway (current US$)",DC.DAC.NORL.CD
951,"Net bilateral aid flows from DAC donors, Poland (current US$)",DC.DAC.POLL.CD
952,"Net bilateral aid flows from DAC donors, Portugal (current US$)",DC.DAC.PRTL.CD
953,"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",DC.DAC.SVKL.CD
954,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD
955,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD
956,"Net bilateral aid flows from DAC donors, Sweden (current US$)",DC.DAC.SWEL.CD
957,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD
958,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD
959,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD
960,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD
961,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD
962,Net domestic credit (current LCU),FM.AST.DOMS.CN
963,"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD
964,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD
965,"Net financial flows, IBRD (NFL, current US$)",DT.NFL.MIBR.CD
966,"Net financial flows, IDA (NFL, current US$)",DT.NFL.MIDA.CD
967,"Net financial flows, IMF concessional (NFL, current US$)",DT.NFL.IMFC.CD
968,"Net financial flows, IMF nonconcessional (NFL, current US$)",DT.NFL.IMFN.CD
969,"Net financial flows, RDB concessional (NFL, current US$)",DT.NFL.RDBC.CD
970,"Net financial flows, RDB nonconcessional (NFL, current US$)",DT.NFL.RDBN.CD
971,"Net financial flows, bilateral (NFL, current US$)",DT.NFL.BLAT.CD
972,"Net financial flows, multilateral (NFL, current US$)",DT.NFL.MLAT.CD
973,"Net financial flows, others (NFL, current US$)",DT.NFL.MOTH.CD
974,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD
975,Net foreign assets (current LCU),FM.AST.NFRG.CN
976,"Net incurrence of liabilities, total (% of GDP)",GC.LBL.TOTL.GD.ZS
977,"Net incurrence of liabilities, total (current LCU)",GC.LBL.TOTL.CN
978,Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS
979,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS
980,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS
981,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS
982,Net investment in nonfinancial assets (current LCU),GC.NFN.TOTL.CN
983,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS
984,Net lending (+) / net borrowing (-) (current LCU),GC.NLD.TOTL.CN
985,Net migration,SM.POP.NETM
986,Net official aid received (constant 2020 US$),DT.ODA.OATL.KD
987,Net official aid received (current US$),DT.ODA.OATL.CD
988,Net official development assistance and official aid received (constant 2020 US$),DT.ODA.ALLD.KD
989,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD
990,Net official development assistance received (constant 2020 US$),DT.ODA.ODAT.KD
991,Net official development assistance received (current US$),DT.ODA.ODAT.CD
992,"Net official flows from UN agencies, FAO (current US$)",DT.NFL.FAOG.CD
993,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD
994,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD
995,"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD
996,"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD
997,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD
998,"Net official flows from UN agencies, UNECE (current US$)",DT.NFL.UNEC.CD
999,"Net official flows from UN agencies, UNEP (current US$)",DT.NFL.UNEP.CD
1000,"Net official flows from UN agencies, UNFPA (current US$)",DT.NFL.UNFP.CD
1001,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD
1002,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD
1003,"Net official flows from UN agencies, UNIDIR (current US$)",DT.NFL.UNID.CD
1004,"Net official flows from UN agencies, UNPBF (current US$)",DT.NFL.UNPB.CD
1005,"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD
1006,"Net official flows from UN agencies, UNTA (current US$)",DT.NFL.UNTA.CD
1007,"Net official flows from UN agencies, UNWTO (current US$)",DT.NFL.UNWT.CD
1008,"Net official flows from UN agencies, WFP (current US$)",DT.NFL.WFPG.CD
1009,"Net official flows from UN agencies, WHO (current US$)",DT.NFL.WHOL.CD
1010,"Net primary income (BoP, current US$)",BN.GSR.FCTY.CD
1011,Net primary income (Net income from abroad) (constant LCU),NY.GSR.NFCY.KN
1012,Net primary income (Net income from abroad) (current LCU),NY.GSR.NFCY.CN
1013,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD
1014,"Net secondary income (BoP, current US$)",BN.TRF.CURR.CD
1015,Net secondary income (Net current transfers from abroad) (constant LCU),NY.TRF.NCTR.KN
1016,Net secondary income (Net current transfers from abroad) (current LCU),NY.TRF.NCTR.CN
1017,Net secondary income (Net current transfers from abroad) (current US$),NY.TRF.NCTR.CD
1018,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD
1019,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD
1020,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS
1021,New businesses registered (number),IC.BUS.NREG
1022,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS
1023,Nitrous oxide emissions (% change from 1990),EN.ATM.NOXE.ZG
1024,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE
1025,Nitrous oxide emissions in energy sector (% of total),EN.ATM.NOXE.EG.ZS
1026,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.EG.KT.CE
1027,Number of deaths ages 10-14 years,SH.DTH.1014
1028,"Number of deaths ages 10-14 years, female",SH.DTH.1014.FE
1029,"Number of deaths ages 10-14 years, male",SH.DTH.1014.MA
1030,Number of deaths ages 10-19 years,SH.DTH.1019
1031,"Number of deaths ages 10-19 years, female",SH.DTH.1019.FE
1032,"Number of deaths ages 10-19 years, male",SH.DTH.1019.MA
1033,Number of deaths ages 15-19 years,SH.DTH.1519
1034,"Number of deaths ages 15-19 years, female",SH.DTH.1519.FE
1035,"Number of deaths ages 15-19 years, male",SH.DTH.1519.MA
1036,Number of deaths ages 20-24 years,SH.DTH.2024
1037,"Number of deaths ages 20-24 years, female",SH.DTH.2024.FE
1038,"Number of deaths ages 20-24 years, male",SH.DTH.2024.MA
1039,Number of deaths ages 5-9 years,SH.DTH.0509
1040,"Number of deaths ages 5-9 years, female",SH.DTH.0509.FE
1041,"Number of deaths ages 5-9 years, male",SH.DTH.0509.MA
1042,Number of infant deaths,SH.DTH.IMRT
1043,"Number of infant deaths, female",SH.DTH.IMRT.FE
1044,"Number of infant deaths, male",SH.DTH.IMRT.MA
1045,Number of maternal deaths,SH.MMR.DTHS
1046,Number of neonatal deaths,SH.DTH.NMRT
