Category,Series Name,Series Code,Attribution
Health,"Population ages 0-14, male",SP.POP.0014.MA.IN,-0.001515245
Health,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,-0.001515487
Financial Sector,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,-0.001552711
Private Sector,Insurance and financial services (% of commercial service exports),TX.VAL.INSF.ZS.WT,-0.001565009
Private Sector,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,-0.001565605
Social Development,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,-0.001568459
Gender,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,-0.001572386
Social Development,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,-0.001578975
External Debt,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,-0.001581575
Environment,"Bird species, threatened",EN.BIR.THRD.NO,-0.001581914
Economy & Growth,"Manufacturing, value added (constant LCU)",NV.IND.MANF.KN,-0.001591507
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,-0.001613206
Financial Sector,Deposit interest rate (%),FR.INR.DPST,-0.001613995
Environment,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,-0.001615396
Public Sector,Taxes on international trade (current LCU),GC.TAX.INTT.CN,-0.001619912
Public Sector,Expense (current LCU),GC.XPN.TOTL.CN,-0.001620898
Energy & Mining,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,-0.001624115
Health,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,-0.001626517
Aid Effectiveness,"Net official flows from UN agencies, UNEP (current US$)",DT.NFL.UNEP.CD,-0.0016329
Health,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,-0.001638456
Health,Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,-0.001644282
Private Sector,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,-0.001648068
Social Development,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,-0.001655069
Financial Sector,Claims on other sectors of the domestic economy (annual growth as % of broad money),FM.AST.DOMO.ZG.M3,-0.001660038
Economy & Growth,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,-0.001660316
Economy & Growth,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,-0.001687759
Environment,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,-0.00170419
Private Sector,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,-0.001707078
Environment,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,-0.001721432
Social Development,Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,-0.001726667
Gender,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,-0.001730341
Health,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,-0.001745477
Environment,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,-0.00174932
Economy & Growth,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,-0.001767589
Social Development,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,-0.001768478
Education,"Labor force, total",SL.TLF.TOTL.IN,-0.001768901
Gender,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,-0.00177146
Financial Sector,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,-0.001775496
Health,Number of infant deaths,SH.DTH.IMRT,-0.001792748
Environment,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,-0.00179672
Social Development,Coverage of social safety net programs in 2nd quintile (% of population),per_sa_allsa.cov_q2_tot,-0.001797329
Economy & Growth,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,-0.001798374
Gender,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,-0.001805588
Private Sector,"Cost to export, border compliance (US$)",IC.EXP.CSBC.CD,-0.001823907
Economy & Growth,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,-0.001824932
Poverty,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,-0.001826857
Private Sector,"Cost to import, border compliance (US$)",IC.IMP.CSBC.CD,-0.001838739
Public Sector,Interest payments (current LCU),GC.XPN.INTP.CN,-0.001842347
Health,"Population, male",SP.POP.TOTL.MA.IN,-0.001845619
Climate Change,Agricultural land (sq. km),AG.LND.AGRI.K2,-0.001870058
External Debt,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,-0.001895792
Gender,"Population ages 60-64, male",SP.POP.6064.MA,-0.001898961
Economy & Growth,Net primary income (Net income from abroad) (current LCU),NY.GSR.NFCY.CN,-0.001916877
Economy & Growth,External balance on goods and services (current US$),NE.RSB.GNFS.CD,-0.001950002
Gender,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,-0.001951283
Gender,"Age at first marriage, female",SP.DYN.SMAM.FE,-0.00195433
Financial Sector,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,-0.001954674
Gender,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,-0.001958183
Public Sector,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,-0.001972337
External Debt,Short-term debt (% of total external debt),DT.DOD.DSTC.ZS,-0.001974778
Public Sector,Voice and Accountability: Percentile Rank,VA.PER.RNK,-0.001975983
Health,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,-0.001982656
Social Development,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,-0.001985967
Agriculture & Rural Development,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,-0.001987878
Environment,Methane emissions (% change from 1990),EN.ATM.METH.ZG,-0.001995718
Environment,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,-0.002000276
Financial Sector,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,-0.002003189
Economy & Growth,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,-0.002007338
Gender,"Children in employment, work only, female (% of female children in employment, ages 7-14)",SL.TLF.0714.WK.FE.ZS,-0.002033509
Public Sector,Government Effectiveness: Standard Error,GE.STD.ERR,-0.002055701
Gender,"Population ages 80 and above, female",SP.POP.80UP.FE,-0.002060697
Gender,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,-0.002061733
Science & Technology,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,-0.002066601
Energy & Mining,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,-0.002068212
Public Sector,Rule of Law: Percentile Rank,RL.PER.RNK,-0.002075501
Economy & Growth,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,-0.002077738
Social Development,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,-0.002080819
Environment,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,-0.002087169
Public Sector,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,-0.002088007
Public Sector,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,-0.002091051
Gender,Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,-0.002094121
Public Sector,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,-0.002095905
Aid Effectiveness,"Net official flows from UN agencies, UNTA (current US$)",DT.NFL.UNTA.CD,-0.002099962
Energy & Mining,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,-0.002105927
Environment,Aquaculture production (metric tons),ER.FSH.AQUA.MT,-0.002112001
Private Sector,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,-0.002131427
Education,"School enrollment, secondary (% net)",SE.SEC.NENR,-0.002147528
Economy & Growth,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP,-0.002148339
Private Sector,"Lead time to import, median case (days)",LP.IMP.DURS.MD,-0.002151311
Economy & Growth,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,-0.0021535
Poverty,Gini index,SI.POV.GINI,-0.002163783
Energy & Mining,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,-0.002171864
External Debt,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,-0.002174729
Health,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,-0.002174933
Economy & Growth,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,-0.002179828
Social Development,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),per_lm_alllm.cov_q3_tot,-0.002181707
Economy & Growth,GDP (constant LCU),NY.GDP.MKTP.KN,-0.002197739
Poverty,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,-0.002198138
Economy & Growth,Number of people pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health care expenditure,SH.UHC.TOTR.TO,-0.002200532
Public Sector,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,-0.002203654
Health,Malaria cases reported,SH.STA.MALR,-0.00221011
Environment,Nitrous oxide emissions (% change from 1990),EN.ATM.NOXE.ZG,-0.002211024
Aid Effectiveness,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,-0.002220623
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,-0.002222272
Gender,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,-0.00223297
Poverty,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",SI.POV.MDIM.17.XQ,-0.002239818
Financial Sector,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,-0.002247701
Health,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,-0.002267057
Public Sector,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,-0.002267159
Economy & Growth,Gross capital formation (current LCU),NE.GDI.TOTL.CN,-0.002284383
Public Sector,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,-0.002301016
Health,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,-0.002306019
Public Sector,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,-0.002339611
Economy & Growth,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,-0.002350228
Public Sector,"Net incurrence of liabilities, total (% of GDP)",GC.LBL.TOTL.GD.ZS,-0.002381492
Gender,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,-0.002382127
Financial Sector,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,-0.002382805
Public Sector,"Human capital index (HCI), male, lower bound (scale 0-1)",HD.HCI.OVRL.LB.MA,-0.002383689
External Debt,"PPG, other private creditors (NFL, current US$)",DT.NFL.PROP.CD,-0.002387753
External Debt,"Net financial flows, multilateral (NFL, current US$)",DT.NFL.MLAT.CD,-0.002397648
Economy & Growth,GDP per capita (constant LCU),NY.GDP.PCAP.KN,-0.00241276
Private Sector,Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,-0.002417506
Energy & Mining,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,-0.002427608
Public Sector,"Human capital index (HCI), female, lower bound (scale 0-1)",HD.HCI.OVRL.LB.FE,-0.002444836
Environment,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,-0.002457918
Public Sector,Other expense (% of expense),GC.XPN.OTHR.ZS,-0.002464866
Social Development,"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,-0.002482712
Environment,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,-0.00249442
Education,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.FE,-0.002494977
Gender,"Age population, age 19, male, interpolated",SP.POP.AG19.MA.IN,-0.002499187
Social Development,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),per_lm_alllm.cov_q2_tot,-0.002510618
External Debt,GNI (current US$),NY.GNP.MKTP.CD,-0.002515788
External Debt,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,-0.002516181
Health,"Mortality rate, under-5, male (per 1,000)",SH.DYN.MORT.MA,-0.002518825
Gender,"Age population, age 22, female, interpolated",SP.POP.AG22.FE.IN,-0.002528342
Financial Sector,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,-0.002531008
Gender,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,-0.002533098
Social Development,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,-0.002550877
Economy & Growth,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,-0.002552158
Economy & Growth,"Gross fixed capital formation, private sector (current LCU)",NE.GDI.FPRV.CN,-0.002571552
Social Development,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,-0.002572304
External Debt,"PPG, official creditors (NFL, US$)",DT.NFL.OFFT.CD,-0.002622378
Gender,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,-0.002628643
Environment,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,-0.002637431
Public Sector,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,-0.002637628
Economy & Growth,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,-0.002644171
Economy & Growth,"Services, value added (current US$)",NV.SRV.TOTL.CD,-0.002662884
Public Sector,Government Effectiveness: Number of Sources,GE.NO.SRC,-0.002665564
Public Sector,Regulatory Quality: Number of Sources,RQ.NO.SRC,-0.002680708
Social Development,Coverage of unemployment benefits and ALMP (% of population),per_lm_alllm.cov_pop_tot,-0.002707029
Health,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene, male (per 100,000 male population)",SH.STA.WASH.MA.P5,-0.002707751
Health,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,-0.002708953
Economy & Growth,Gross value added at basic prices (GVA) (constant 2015 US$),NY.GDP.FCST.KD,-0.002737709
Environment,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,-0.002746733
Private Sector,"Cost to export, documentary compliance (US$)",IC.EXP.CSDC.CD,-0.002755469
Public Sector,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,-0.002773828
Gender,"Age population, age 20, female, interpolated",SP.POP.AG20.FE.IN,-0.00279934
Environment,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,-0.002810082
Health,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,-0.002812477
Environment,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,-0.002817285
Education,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,-0.002818145
External Debt,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,-0.002861692
Economy & Growth,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,-0.002864516
Education,"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,-0.00288086
Education,Number of deaths ages 15-19 years,SH.DTH.1519,-0.002881928
Health,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,-0.002884675
Gender,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,-0.002893574
Gender,Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,-0.002898026
Aid Effectiveness,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,-0.002900699
Health,Number of maternal deaths,SH.MMR.DTHS,-0.002904611
Health,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,-0.002915946
Health,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,-0.002947971
Health,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,-0.002962876
Infrastructure,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,-0.002976153
Economy & Growth,Machinery and transport equipment (% of value added in manufacturing),NV.MNF.MTRN.ZS.UN,-0.002981325
Infrastructure,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,-0.002981572
Health,"Prevalence of overweight, female (% of children under 5)",SH.STA.OWGH.FE.ZS,-0.002982005
Health,Number of under-five deaths,SH.DTH.MORT,-0.002997191
Education,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,-0.002999346
Education,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,-0.003013518
Health,"Population ages 65 and above, total",SP.POP.65UP.TO,-0.003015882
Economy & Growth,Taxes less subsidies on products (constant LCU),NY.TAX.NIND.KN,-0.003016157
Education,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,-0.003028931
Private Sector,"International tourism, receipts for passenger transport items (current US$)",ST.INT.TRNR.CD,-0.003030795
Gender,"Age population, age 25, female, interpolated",SP.POP.AG25.FE.IN,-0.003039555
Financial Sector,Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3,-0.003042321
Public Sector,Social contributions (current LCU),GC.REV.SOCL.CN,-0.003042785
Financial Sector,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,-0.003063537
Public Sector,Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100),IQ.SPI.PIL5,-0.003073105
Gender,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,-0.003077508
Health,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,-0.003087596
Economy & Growth,Imports of goods and services (current US$),NE.IMP.GNFS.CD,-0.003089731
Agriculture & Rural Development,Rural population (% of total population),SP.RUR.TOTL.ZS,-0.003096147
Social Development,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,-0.003096326
Health,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,-0.003102306
Gender,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,-0.00310355
Gender,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,-0.003150938
Public Sector,Government Effectiveness: Estimate,GE.EST,-0.003155562
Economy & Growth,GNI (constant 2015 US$),NY.GNP.MKTP.KD,-0.003160582
Health,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,-0.003163771
Public Sector,Rule of Law: Estimate,RL.EST,-0.003172225
Private Sector,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,-0.003175068
Public Sector,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,-0.00318105
Economy & Growth,GDP (constant 2015 US$),NY.GDP.MKTP.KD,-0.003184022
Environment,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,-0.003184085
Gender,Number of weeks of maternity leave,SH.MMR.LEVE,-0.00318518
Gender,"Age at first marriage, male",SP.DYN.SMAM.MA,-0.003186582
Economy & Growth,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,-0.003194211
Economy & Growth,Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,-0.00320207
Economy & Growth,GDP (current LCU),NY.GDP.MKTP.CN,-0.003204684
Private Sector,"Bound rate, simple mean, primary products (%)",TM.TAX.TCOM.BR.ZS,-0.003207362
Poverty,Income share held by fourth 20%,SI.DST.04TH.20,-0.003210938
Private Sector,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD,-0.003220842
Private Sector,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,-0.003252184
Health,"Population ages 15-64, total",SP.POP.1564.TO,-0.003256985
Private Sector,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,-0.00326039
Education,"Repeaters, primary, total (% of total enrollment)",SE.PRM.REPT.ZS,-0.003267199
Gender,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,-0.003272669
Health,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,-0.003277814
Social Development,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,-0.003288009
Gender,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,-0.003289237
Education,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,-0.003292072
Gender,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,-0.003309373
Economy & Growth,Gross savings (current LCU),NY.GNS.ICTR.CN,-0.003319314
Health,"Number of deaths ages 10-19 years, female",SH.DTH.1019.FE,-0.003338087
Climate Change,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,-0.003348276
Economy & Growth,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,-0.00335372
Health,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,-0.003354467
Social Development,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,-0.003364913
Economy & Growth,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,-0.003369398
Public Sector,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,-0.003469993
Health,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,-0.003484703
Economy & Growth,Taxes less subsidies on products (current US$),NY.TAX.NIND.CD,-0.003548706
Environment,"Mammal species, threatened",EN.MAM.THRD.NO,-0.00355456
Health,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,-0.003576235
External Debt,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,-0.003584885
Education,"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,-0.00359203
Public Sector,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,-0.003603111
Financial Sector,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,-0.003609486
Gender,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,-0.003633526
Energy & Mining,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,-0.003640993
Social Development,"Share of youth not in education, employment or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,-0.003642711
Economy & Growth,"GNI, PPP (constant 2017 international $)",NY.GNP.MKTP.PP.KD,-0.00365125
Gender,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,-0.003651757
Education,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,-0.003660597
Environment,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,-0.003671462
Health,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,-0.003695575
Economy & Growth,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,-0.003705146
Poverty,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,-0.003728601
Health,"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,-0.003729377
Environment,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,-0.003730434
Poverty,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,-0.003743282
Gender,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,-0.003743872
Gender,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,-0.003766362
Gender,"Age population, age 23, male, interpolated",SP.POP.AG23.MA.IN,-0.003773279
Gender,"Age population, age 15, female, interpolated",SP.POP.AG15.FE.IN,-0.003773839
Health,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,-0.003826522
Economy & Growth,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,-0.003846169
Education,"Secondary education, general pupils",SE.SEC.ENRL.GC,-0.003852573
External Debt,Present value of external debt (current US$),DT.DOD.PVLX.CD,-0.003883101
Economy & Growth,Gross capital formation (current US$),NE.GDI.TOTL.CD,-0.003888764
Education,Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,-0.003919443
Environment,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,-0.003920239
Health,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,-0.00392834
Gender,Wanted fertility rate (births per woman),SP.DYN.WFRT,-0.003947448
Public Sector,"Human capital index (HCI), lower bound (scale 0-1)",HD.HCI.OVRL.LB,-0.003953274
Public Sector,Control of Corruption: Estimate,CC.EST,-0.003954987
Economy & Growth,GDP per capita (current US$),NY.GDP.PCAP.CD,-0.003965605
Economy & Growth,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,-0.003966519
Health,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS,-0.003972906
Private Sector,Import volume index (2015 = 100),TM.QTY.MRCH.XD.WD,-0.003973429
Health,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,-0.003974836
Financial Sector,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,-0.003977317
Economy & Growth,Gross savings (current US$),NY.GNS.ICTR.CD,-0.003979066
Education,Trained teachers in lower secondary education (% of total teachers),SE.SEC.TCAQ.LO.ZS,-0.00399187
Gender,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,-0.004002666
Gender,"Age population, age 18, female, interpolated",SP.POP.AG18.FE.IN,-0.004016065
Private Sector,"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS,-0.004027679
Environment,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-0.004049918
External Debt,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS,-0.004086897
Infrastructure,Rail lines (total route-km),IS.RRS.TOTL.KM,-0.004093917
Gender,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,-0.004099972
Public Sector,Control of Corruption: Number of Sources,CC.NO.SRC,-0.00412314
Private Sector,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS,-0.004124499
