,Series Name,Series Code
758,"Population ages 30-34, female",SP.POP.3034.FE
759,"Population ages 30-34, male",SP.POP.3034.MA
760,"Population ages 35-39, female",SP.POP.3539.FE
761,"Population ages 35-39, male",SP.POP.3539.MA
762,"Population ages 40-44, female",SP.POP.4044.FE
763,"Population ages 40-44, male",SP.POP.4044.MA
764,"Population ages 45-49, female",SP.POP.4549.FE
765,"Population ages 45-49, male",SP.POP.4549.MA
766,"Population ages 50-54, female",SP.POP.5054.FE
767,"Population ages 50-54, male",SP.POP.5054.MA
768,"Population ages 55-59, female",SP.POP.5559.FE
769,"Population ages 55-59, male",SP.POP.5559.MA
770,"Population ages 60-64, female",SP.POP.6064.FE
771,"Population ages 60-64, male",SP.POP.6064.MA
772,"Population ages 65-69, female",SP.POP.6569.FE
773,"Population ages 65-69, male",SP.POP.6569.MA
774,"Population ages 70-74, female",SP.POP.7074.FE
775,"Population ages 70-74, male",SP.POP.7074.MA
776,"Population ages 75-79, female",SP.POP.7579.FE
777,"Population ages 75-79, male",SP.POP.7579.MA
778,"Population ages 80 and above, female",SP.POP.80UP.FE
779,"Population ages 80 and above, male",SP.POP.80UP.MA
780,"Population ages 80 and older, female (% of female population)",SP.POP.80UP.FE.5Y
781,Prevalence of hypertension (% of adults ages 30-79),SH.HTN.PREV.ZS
782,"Prevalence of hypertension, female (% of female adults ages 30-79)",SH.HTN.PREV.FE.ZS
783,"Prevalence of hypertension, male (% of male adults ages 30-79)",SH.HTN.PREV.MA.ZS
784,"Probability of dying among adolescents ages 10-14 years, female (per 1,000)",SH.DYN.1014.FE
785,"Probability of dying among adolescents ages 10-14 years, male (per 1,000)",SH.DYN.1014.MA
786,"Probability of dying among adolescents ages 10-19 years (per 1,000)",SH.DYN.1019
787,"Probability of dying among adolescents ages 10-19 years, female (per 1,000)",SH.DYN.1019.FE
788,"Probability of dying among adolescents ages 10-19 years, male (per 1,000)",SH.DYN.1019.MA
789,"Probability of dying among adolescents ages 15-19 years, female (per 1,000)",SH.DYN.1519.FE
790,"Probability of dying among adolescents ages 15-19 years, male (per 1,000)",SH.DYN.1519.MA
791,"Probability of dying among children ages 5-9 years, female (per 1,000)",SH.DYN.0509.FE
792,"Probability of dying among children ages 5-9 years, male (per 1,000)",SH.DYN.0509.MA
793,"Probability of dying among youth ages 20-24 years, female (per 1,000)",SH.DYN.2024.FE
794,"Probability of dying among youth ages 20-24 years, male (per 1,000)",SH.DYN.2024.MA
795,"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
796,"Stillbirth rate (per 1,000 total births)",SH.DYN.STLB
797,Treatment for hypertension (% of adults ages 30-79 with hypertension),SH.HTN.TRET.ZS
798,"Treatment for hypertension, female (% of female adults ages 30-79 with hypertension)",SH.HTN.TRET.FE.ZS
799,"Treatment for hypertension, male (% of male adults ages 30-79 with hypertension)",SH.HTN.TRET.MA.ZS
800,"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT
801,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS
802,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS
803,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS
