,Category,Series Name,Series Code
626,Public Sector,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ
627,External Debt,Short-term debt (% of total external debt),DT.DOD.DSTC.ZS
628,Public Sector,Voice and Accountability: Percentile Rank,VA.PER.RNK
629,Health,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS
630,Social Development,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS
631,Agriculture & Rural Development,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS
632,Environment,Methane emissions (% change from 1990),EN.ATM.METH.ZG
633,Environment,CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD
634,Financial Sector,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF
635,Economy & Growth,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS
636,Gender,"Children in employment, work only, female (% of female children in employment, ages 7-14)",SL.TLF.0714.WK.FE.ZS
637,Public Sector,Government Effectiveness: Standard Error,GE.STD.ERR
638,Gender,"Population ages 80 and above, female",SP.POP.80UP.FE
639,Gender,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS
640,Science & Technology,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6
641,Energy & Mining,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS
642,Public Sector,Rule of Law: Percentile Rank,RL.PER.RNK
643,Economy & Growth,General government final consumption expenditure (current US$),NE.CON.GOVT.CD
644,Social Development,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS
645,Environment,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS
646,Public Sector,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER
647,Public Sector,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ
648,Gender,Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS
649,Public Sector,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC
650,Aid Effectiveness,"Net official flows from UN agencies, UNTA (current US$)",DT.NFL.UNTA.CD
651,Energy & Mining,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN
652,Environment,Aquaculture production (metric tons),ER.FSH.AQUA.MT
653,Private Sector,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ
654,Education,"School enrollment, secondary (% net)",SE.SEC.NENR
655,Economy & Growth,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP
656,Private Sector,"Lead time to import, median case (days)",LP.IMP.DURS.MD
657,Economy & Growth,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS
658,Poverty,Gini index,SI.POV.GINI
659,Energy & Mining,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS
660,External Debt,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD
661,Health,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y
662,Economy & Growth,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC
663,Social Development,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),per_lm_alllm.cov_q3_tot
664,Economy & Growth,GDP (constant LCU),NY.GDP.MKTP.KN
665,Poverty,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ
666,Economy & Growth,Number of people pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health care expenditure,SH.UHC.TOTR.TO
667,Public Sector,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ
668,Health,Malaria cases reported,SH.STA.MALR
669,Environment,Nitrous oxide emissions (% change from 1990),EN.ATM.NOXE.ZG
670,Aid Effectiveness,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD
671,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD
672,Gender,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS
673,Poverty,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",SI.POV.MDIM.17.XQ
674,Financial Sector,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS
675,Health,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN
676,Public Sector,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ
677,Economy & Growth,Gross capital formation (current LCU),NE.GDI.TOTL.CN
678,Public Sector,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ
679,Health,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y
680,Public Sector,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ
681,Economy & Growth,Gross capital formation (constant LCU),NE.GDI.TOTL.KN
682,Public Sector,"Net incurrence of liabilities, total (% of GDP)",GC.LBL.TOTL.GD.ZS
683,Gender,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS
684,Financial Sector,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS
685,Public Sector,"Human capital index (HCI), male, lower bound (scale 0-1)",HD.HCI.OVRL.LB.MA
686,External Debt,"PPG, other private creditors (NFL, current US$)",DT.NFL.PROP.CD
687,External Debt,"Net financial flows, multilateral (NFL, current US$)",DT.NFL.MLAT.CD
688,Economy & Growth,GDP per capita (constant LCU),NY.GDP.PCAP.KN
689,Private Sector,Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS
690,Energy & Mining,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS
691,Public Sector,"Human capital index (HCI), female, lower bound (scale 0-1)",HD.HCI.OVRL.LB.FE
692,Environment,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS
693,Public Sector,Other expense (% of expense),GC.XPN.OTHR.ZS
694,Social Development,"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS
695,Environment,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS
696,Education,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.FE
697,Gender,"Age population, age 19, male, interpolated",SP.POP.AG19.MA.IN
698,Social Development,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),per_lm_alllm.cov_q2_tot
699,External Debt,GNI (current US$),NY.GNP.MKTP.CD
700,External Debt,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD
701,Health,"Mortality rate, under-5, male (per 1,000)",SH.DYN.MORT.MA
702,Gender,"Age population, age 22, female, interpolated",SP.POP.AG22.FE.IN
703,Financial Sector,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT
704,Gender,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS
705,Social Development,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS
706,Economy & Growth,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD
707,Economy & Growth,"Gross fixed capital formation, private sector (current LCU)",NE.GDI.FPRV.CN
708,Social Development,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS
709,External Debt,"PPG, official creditors (NFL, US$)",DT.NFL.OFFT.CD
710,Gender,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA
711,Environment,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD
712,Public Sector,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS
713,Economy & Growth,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD
714,Economy & Growth,"Services, value added (current US$)",NV.SRV.TOTL.CD
715,Public Sector,Government Effectiveness: Number of Sources,GE.NO.SRC
716,Public Sector,Regulatory Quality: Number of Sources,RQ.NO.SRC
717,Social Development,Coverage of unemployment benefits and ALMP (% of population),per_lm_alllm.cov_pop_tot
718,Health,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene, male (per 100,000 male population)",SH.STA.WASH.MA.P5
719,Health,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y
720,Economy & Growth,Gross value added at basic prices (GVA) (constant 2015 US$),NY.GDP.FCST.KD
721,Environment,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS
722,Private Sector,"Cost to export, documentary compliance (US$)",IC.EXP.CSDC.CD
723,Public Sector,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ
724,Gender,"Age population, age 20, female, interpolated",SP.POP.AG20.FE.IN
725,Environment,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE
726,Health,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y
727,Environment,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS
728,Education,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS
729,External Debt,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD
730,Economy & Growth,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN
731,Education,"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS
732,Education,Number of deaths ages 15-19 years,SH.DTH.1519
733,Health,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y
734,Gender,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS
735,Gender,Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS
736,Aid Effectiveness,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS
737,Health,Number of maternal deaths,SH.MMR.DTHS
738,Health,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI
739,Health,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT
740,Health,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS
741,Infrastructure,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT
742,Economy & Growth,Machinery and transport equipment (% of value added in manufacturing),NV.MNF.MTRN.ZS.UN
743,Infrastructure,Secure Internet servers (per 1 million people),IT.NET.SECR.P6
744,Health,"Prevalence of overweight, female (% of children under 5)",SH.STA.OWGH.FE.ZS
745,Health,Number of under-five deaths,SH.DTH.MORT
746,Education,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS
747,Education,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS
748,Health,"Population ages 65 and above, total",SP.POP.65UP.TO
749,Economy & Growth,Taxes less subsidies on products (constant LCU),NY.TAX.NIND.KN
750,Education,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS
751,Private Sector,"International tourism, receipts for passenger transport items (current US$)",ST.INT.TRNR.CD
752,Gender,"Age population, age 25, female, interpolated",SP.POP.AG25.FE.IN
753,Financial Sector,Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3
754,Public Sector,Social contributions (current LCU),GC.REV.SOCL.CN
755,Financial Sector,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS
756,Public Sector,Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100),IQ.SPI.PIL5
757,Gender,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS
758,Health,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD
759,Economy & Growth,Imports of goods and services (current US$),NE.IMP.GNFS.CD
760,Agriculture & Rural Development,Rural population (% of total population),SP.RUR.TOTL.ZS
761,Social Development,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS
762,Health,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS
763,Gender,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS
764,Gender,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS
765,Public Sector,Government Effectiveness: Estimate,GE.EST
766,Economy & Growth,GNI (constant 2015 US$),NY.GNP.MKTP.KD
767,Health,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS
768,Public Sector,Rule of Law: Estimate,RL.EST
769,Private Sector,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS
770,Public Sector,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER
771,Economy & Growth,GDP (constant 2015 US$),NY.GDP.MKTP.KD
772,Environment,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS
773,Gender,Number of weeks of maternity leave,SH.MMR.LEVE
774,Gender,"Age at first marriage, male",SP.DYN.SMAM.MA
775,Economy & Growth,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD
776,Economy & Growth,Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN
777,Economy & Growth,GDP (current LCU),NY.GDP.MKTP.CN
778,Private Sector,"Bound rate, simple mean, primary products (%)",TM.TAX.TCOM.BR.ZS
779,Poverty,Income share held by fourth 20%,SI.DST.04TH.20
780,Private Sector,"International tourism, expenditures for travel items (current US$)",ST.INT.TVLX.CD
781,Private Sector,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS
782,Health,"Population ages 15-64, total",SP.POP.1564.TO
783,Private Sector,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD
784,Education,"Repeaters, primary, total (% of total enrollment)",SE.PRM.REPT.ZS
785,Gender,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA
786,Health,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS
787,Social Development,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS
788,Gender,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE
789,Education,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS
790,Gender,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS
791,Economy & Growth,Gross savings (current LCU),NY.GNS.ICTR.CN
792,Health,"Number of deaths ages 10-19 years, female",SH.DTH.1019.FE
793,Climate Change,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS
794,Economy & Growth,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD
795,Health,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS
796,Social Development,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS
797,Economy & Growth,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD
798,Public Sector,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS
799,Health,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y
800,Economy & Growth,Taxes less subsidies on products (current US$),NY.TAX.NIND.CD
801,Environment,"Mammal species, threatened",EN.MAM.THRD.NO
802,Health,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS
803,External Debt,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD
804,Education,"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS
805,Public Sector,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD
806,Financial Sector,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT
807,Gender,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS
808,Energy & Mining,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS
809,Social Development,"Share of youth not in education, employment or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS
810,Economy & Growth,"GNI, PPP (constant 2017 international $)",NY.GNP.MKTP.PP.KD
811,Gender,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS
812,Education,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS
813,Environment,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS
814,Health,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS
815,Economy & Growth,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN
816,Poverty,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG
817,Health,"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS
818,Environment,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD
819,Poverty,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG
820,Gender,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS
821,Gender,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS
822,Gender,"Age population, age 23, male, interpolated",SP.POP.AG23.MA.IN
823,Gender,"Age population, age 15, female, interpolated",SP.POP.AG15.FE.IN
824,Health,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD
825,Economy & Growth,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS
826,Education,"Secondary education, general pupils",SE.SEC.ENRL.GC
827,External Debt,Present value of external debt (current US$),DT.DOD.PVLX.CD
828,Economy & Growth,Gross capital formation (current US$),NE.GDI.TOTL.CD
829,Education,Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS
830,Environment,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE
831,Health,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN
832,Gender,Wanted fertility rate (births per woman),SP.DYN.WFRT
833,Public Sector,"Human capital index (HCI), lower bound (scale 0-1)",HD.HCI.OVRL.LB
834,Public Sector,Control of Corruption: Estimate,CC.EST
835,Economy & Growth,GDP per capita (current US$),NY.GDP.PCAP.CD
836,Economy & Growth,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS
837,Health,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.MA.ZS
838,Private Sector,Import volume index (2015 = 100),TM.QTY.MRCH.XD.WD
839,Health,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS
840,Financial Sector,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS
841,Economy & Growth,Gross savings (current US$),NY.GNS.ICTR.CD
842,Education,Trained teachers in lower secondary education (% of total teachers),SE.SEC.TCAQ.LO.ZS
843,Gender,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS
844,Gender,"Age population, age 18, female, interpolated",SP.POP.AG18.FE.IN
845,Private Sector,"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS
846,Environment,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG
847,External Debt,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS
848,Infrastructure,Rail lines (total route-km),IS.RRS.TOTL.KM
849,Gender,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS
850,Public Sector,Control of Corruption: Number of Sources,CC.NO.SRC
851,Private Sector,"International tourism, receipts (% of total exports)",ST.INT.RCPT.XP.ZS
852,Environment,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS
853,Private Sector,"International tourism, receipts (current US$)",ST.INT.RCPT.CD
854,Gender,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA
855,Health,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y
856,Health,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG
857,Economy & Growth,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS
858,Environment,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3
859,Environment,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS
860,Environment,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS
861,Public Sector,Interest payments (% of expense),GC.XPN.INTP.ZS
862,Energy & Mining,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN
863,Public Sector,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER
864,Economy & Growth,External balance on goods and services (current LCU),NE.RSB.GNFS.CN
865,Health,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD
866,Environment,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE
867,Economy & Growth,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),IQ.SPI.PIL3
868,Economy & Growth,GDP per capita (current LCU),NY.GDP.PCAP.CN
869,Environment,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS
870,Environment,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.EG.KT.CE
871,Social Development,Coverage of social safety net programs in richest quintile (% of population),per_sa_allsa.cov_q5_tot
872,Health,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL
873,Energy & Mining,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD
874,Public Sector,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS
875,Private Sector,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS
876,Private Sector,"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE
877,Health,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA
878,Gender,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS
879,Social Development,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS
880,Health,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS
881,Financial Sector,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR
882,Financial Sector,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP
883,Private Sector,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT
884,Poverty,Income share held by lowest 10%,SI.DST.FRST.10
885,Environment,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD
886,Economy & Growth,"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD
887,Social Development,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",SL.FAM.0714.FE.ZS
888,Private Sector,"Time to export, documentary compliance (hours)",IC.EXP.TMDC
889,Economy & Growth,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD
890,Social Development,Child employment in manufacturing (% of economically active children ages 7-14),SL.MNF.0714.ZS
891,Economy & Growth,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN
892,Economy & Growth,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
893,Education,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS
894,Economy & Growth,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG
895,Health,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS
896,Social Development,"Children in employment, work only (% of children in employment, ages 7-14)",SL.TLF.0714.WK.ZS
897,External Debt,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD
898,Education,"Trained teachers in preprimary education, male (% of male teachers)",SE.PRE.TCAQ.MA.ZS
899,Economy & Growth,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN
900,Health,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS
901,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD
902,Public Sector,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER
903,Poverty,"Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",SI.SPR.PC40
904,Health,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS
905,Private Sector,Start-up procedures to register a business (number),IC.REG.PROC
906,Private Sector,"International tourism, number of arrivals",ST.INT.ARVL
907,Health,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS
908,Economy & Growth,Households and NPISHs final consumption expenditure: linked series (current LCU),NE.CON.PRVT.CN.AD
909,Environment,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS
910,Health,Adults (ages 15+) living with HIV,SH.DYN.AIDS
911,Economy & Growth,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD
912,Environment,Nitrous oxide emissions in energy sector (% of total),EN.ATM.NOXE.EG.ZS
913,Health,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS
914,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",DC.DAC.SVKL.CD
915,Education,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS
916,Private Sector,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN
917,Gender,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN
918,Financial Sector,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD
919,Public Sector,Tax revenue (current LCU),GC.TAX.TOTL.CN
920,Private Sector,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD
921,Health,"Number of deaths ages 20-24 years, male",SH.DTH.2024.MA
922,Agriculture & Rural Development,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN
923,Environment,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT
924,Social Development,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS
925,Gender,"Age population, age 08, female, interpolated",SP.POP.AG08.FE.IN
926,Public Sector,Voice and Accountability: Number of Sources,VA.NO.SRC
927,Health,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS
928,Public Sector,Control of Corruption: Percentile Rank,CC.PER.RNK
929,Public Sector,Grants and other revenue (current LCU),GC.REV.GOTR.CN
930,Public Sector,"Revenue, excluding grants (current LCU)",GC.REV.XGRT.CN
931,Public Sector,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER
932,Public Sector,"Taxes on income, profits and capital gains (current LCU)",GC.TAX.YPKG.CN
933,External Debt,Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS
934,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD
935,Education,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS
936,External Debt,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD
937,Economy & Growth,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS
938,Economy & Growth,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD
939,Environment,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD
